account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
828,28/02/2020,TRUE,5,1,17,6,10,1,0,1,48
896,28/02/2020,FALSE,7,0,5,2,5,0,45,12,48
959,28/02/2020,FALSE,28,6,84,4,41,0,4,0,48
1106,28/02/2020,FALSE,0,1,0,1,2,1,19,2,48
1429,28/02/2020,FALSE,50,0,12,20,3,0,7,0,48
1535,28/02/2020,FALSE,22,4,19,10,10,0,11,9,48
1772,28/02/2020,FALSE,33,1,48,15,26,0,12,7,48
2427,28/02/2020,TRUE,24,0,5,9,0,1,71,19,48
2771,28/02/2020,FALSE,17,1,11,10,2,0,23,5,48
3354,28/02/2020,TRUE,14,0,1,5,2,0,1,3,48
3654,28/02/2020,FALSE,59,5,29,17,10,1,2,3,48
3722,28/02/2020,TRUE,100,2,235,42,67,0,3,0,48
3770,28/02/2020,TRUE,52,7,13,85,11,0,5,2,48
3924,28/02/2020,FALSE,96,7,10,35,19,0,9,1,48
4414,28/02/2020,FALSE,19,1,21,33,14,0,67,19,48
4582,28/02/2020,FALSE,3,2,4,3,3,1,21,5,48
5292,28/02/2020,TRUE,32,5,14,56,4,1,5,0,48
5403,28/02/2020,FALSE,67,16,12,107,7,0,5,0,48
5489,28/02/2020,TRUE,48,3,18,35,2,0,16,6,48
5653,28/02/2020,FALSE,33,8,26,49,7,0,2,1,48
6369,28/02/2020,TRUE,11,1,2,7,3,0,7,3,48
6647,28/02/2020,TRUE,1,0,2,1,15,0,62,26,48
7987,28/02/2020,TRUE,78,2,30,211,2,0,6,1,48
8245,28/02/2020,FALSE,10,6,31,72,35,1,15,2,48
8464,28/02/2020,FALSE,17,4,9,18,2,0,3,7,48
8603,28/02/2020,FALSE,123,2,24,10,2,0,2,1,48
8817,28/02/2020,FALSE,17,2,35,13,61,0,10,2,48
8837,28/02/2020,FALSE,16,1,14,3,12,1,14,2,48
9064,28/02/2020,FALSE,23,2,10,57,4,1,7,2,48
9281,28/02/2020,FALSE,100,1,19,31,30,0,7,5,48
9413,28/02/2020,FALSE,445,17,37,314,26,1,5,1,48
9459,28/02/2020,TRUE,31,6,9,44,5,0,7,2,48
9584,28/02/2020,FALSE,204,22,62,152,135,0,226,106,48
9646,28/02/2020,TRUE,92,6,17,118,13,0,212,32,48
10068,28/02/2020,FALSE,5,4,14,13,0,1,0,0,17
10075,28/02/2020,FALSE,29,1,15,13,7,0,17,13,17
10106,28/02/2020,FALSE,108,5,36,14,3,0,846,281,17
10117,28/02/2020,FALSE,22,5,15,15,15,1,40,9,17
10149,28/02/2020,FALSE,291,11,61,34,5,1,25,11,17
10160,28/02/2020,FALSE,15,4,4,37,1,0,2,1,17
10166,28/02/2020,FALSE,7,1,3,8,4,0,16,8,17
10183,28/02/2020,FALSE,472,18,83,104,11,1,13,3,17
10199,28/02/2020,FALSE,10,2,7,15,0,0,39,21,17
10239,28/02/2020,FALSE,7,0,6,8,3,0,10,8,17
10243,28/02/2020,FALSE,90,3,123,13,14,0,161,38,17
10249,28/02/2020,FALSE,4,3,3,2,8,0,13,8,17
10297,28/02/2020,FALSE,32,4,45,24,7,0,14,2,17
10321,28/02/2020,TRUE,4,0,0,5,4,0,7,5,17
10334,28/02/2020,FALSE,14,4,10,5,1,0,3,0,17
10403,28/02/2020,FALSE,5,2,11,4,3,0,3,2,17
10445,28/02/2020,TRUE,2,0,1,9,0,0,3,1,17
10450,28/02/2020,FALSE,5,0,2,4,1,0,6,3,17
10457,28/02/2020,FALSE,1,0,2,0,6,0,152,72,17
10493,28/02/2020,FALSE,3,1,4,5,6,0,31,14,17
10500,28/02/2020,FALSE,389,12,129,240,99,0,28,8,17
10516,28/02/2020,FALSE,10,0,4,1,3,0,35,4,17
10528,28/02/2020,FALSE,50,4,37,16,5,0,9,1,17
10544,28/02/2020,FALSE,22,0,4,5,2,0,35,15,17
10556,28/02/2020,FALSE,20,1,6,9,0,1,12,4,17
10561,28/02/2020,FALSE,3,1,7,4,9,0,10,1,17
10590,28/02/2020,FALSE,11,1,5,13,6,0,349,112,17
10608,28/02/2020,FALSE,184,6,38,163,75,0,58,36,17
10614,28/02/2020,FALSE,28,0,1,5,0,0,8,1,17
10623,28/02/2020,FALSE,19,4,8,17,5,0,1,2,17
10626,28/02/2020,FALSE,18,9,22,86,6,0,5,5,17
10672,28/02/2020,FALSE,0,4,4,5,3,0,14,9,17
10746,28/02/2020,FALSE,12,4,6,4,28,0,0,0,17
10787,28/02/2020,FALSE,54,2,12,7,1,0,6,3,17
10790,28/02/2020,FALSE,5,0,6,0,3,0,6,4,17
10819,28/02/2020,FALSE,2,1,12,5,1,0,27,16,17
10891,28/02/2020,FALSE,374,18,204,167,24,0,1,2,17
10931,28/02/2020,FALSE,372,17,185,55,14,0,14,6,17
563,29/02/2020,TRUE,119,5,11,72,5,0,0,0,47
858,29/02/2020,FALSE,872,20,59,73,24,1,5,3,47
894,29/02/2020,TRUE,17,0,6,8,11,0,22,2,47
1174,29/02/2020,FALSE,290,11,104,246,13,1,20,5,47
1273,29/02/2020,FALSE,65,4,58,37,31,1,9,1,47
1287,29/02/2020,TRUE,22,2,3,29,0,1,50,36,47
1529,29/02/2020,TRUE,2,0,3,6,2,0,0,0,47
1790,29/02/2020,TRUE,0,0,7,3,0,1,5,0,47
1859,29/02/2020,FALSE,7,3,1,1,7,0,2,1,47
1913,29/02/2020,FALSE,99,9,40,20,11,0,6,2,47
1934,29/02/2020,FALSE,59,1,10,33,36,0,255,136,47
2109,29/02/2020,FALSE,6,3,8,27,28,0,6,2,47
2172,29/02/2020,FALSE,59,6,37,110,21,0,10,1,47
2304,29/02/2020,FALSE,4,0,7,4,6,0,12,7,47
2713,29/02/2020,TRUE,226,4,127,78,24,0,9,0,47
2984,29/02/2020,FALSE,29,5,29,12,6,0,4,1,47
3030,29/02/2020,FALSE,204,30,118,146,11,0,22,3,47
3158,29/02/2020,TRUE,6,1,2,47,4,0,15,6,47
3161,29/02/2020,TRUE,44,5,24,13,10,0,3,0,47
3316,29/02/2020,TRUE,116,11,127,69,1,1,58,5,47
3438,29/02/2020,TRUE,43,2,4,31,2,1,0,0,47
3601,29/02/2020,FALSE,50,5,47,91,25,0,16,11,47
4042,29/02/2020,FALSE,19,0,20,4,9,0,41,7,47
4374,29/02/2020,TRUE,339,31,229,94,15,0,79,37,47
4478,29/02/2020,FALSE,24,1,7,6,6,0,23,8,47
4577,29/02/2020,FALSE,212,29,109,86,7,1,9,2,47
4925,29/02/2020,FALSE,65,5,101,17,4,0,0,0,47
5157,29/02/2020,TRUE,5,0,15,31,86,0,148,41,47
5164,29/02/2020,TRUE,269,6,81,21,8,1,133,72,47
5240,29/02/2020,TRUE,2,0,0,3,2,0,0,0,47
5264,29/02/2020,FALSE,1,0,5,11,20,0,107,57,47
5624,29/02/2020,FALSE,20,1,6,18,4,0,0,1,47
6443,29/02/2020,TRUE,4,0,2,1,15,0,7,1,47
6557,29/02/2020,FALSE,13,1,5,0,10,0,2,0,47
6687,29/02/2020,FALSE,77,2,11,8,10,0,1,0,47
7030,29/02/2020,FALSE,20,3,1,6,8,0,0,1,47
7146,29/02/2020,FALSE,16,0,4,7,15,1,9,7,47
7652,29/02/2020,FALSE,25,17,21,52,60,1,12,0,47
7721,29/02/2020,FALSE,17,2,3,1,0,0,1,0,47
8055,29/02/2020,TRUE,1,0,0,0,20,0,8,5,47
8223,29/02/2020,FALSE,75,0,3,4,10,0,11,0,47
8535,29/02/2020,FALSE,466,5,290,64,6,1,30,7,47
8584,29/02/2020,TRUE,0,0,3,0,0,1,3,1,47
8588,29/02/2020,FALSE,57,3,6,5,3,0,6,1,47
8986,29/02/2020,FALSE,21,4,7,18,8,0,12,0,47
9682,29/02/2020,TRUE,42,2,8,26,1,1,6,2,47
9732,29/02/2020,FALSE,773,22,154,231,32,0,4,0,47
9976,29/02/2020,TRUE,72,1,4,20,4,1,9,3,47
10029,29/02/2020,FALSE,200,4,24,29,19,1,16,7,16
10046,29/02/2020,FALSE,15,3,14,18,6,0,3,1,16
10047,29/02/2020,FALSE,1,3,11,5,6,0,17,0,16
10050,29/02/2020,FALSE,18,1,20,52,3,0,5,0,16
10128,29/02/2020,FALSE,27,4,28,79,4,0,1,0,16
10161,29/02/2020,FALSE,25,0,6,4,9,1,18,4,16
10237,29/02/2020,FALSE,21,0,4,2,7,0,34,13,16
10270,29/02/2020,FALSE,2,3,12,0,0,0,1,0,16
10281,29/02/2020,FALSE,4,5,5,0,8,1,7,2,16
10342,29/02/2020,FALSE,67,3,17,37,20,0,21,16,16
10348,29/02/2020,FALSE,0,0,1,0,2,0,7,0,16
10362,29/02/2020,FALSE,24,2,16,11,1,0,22,12,16
10371,29/02/2020,FALSE,9,8,35,23,3,0,39,12,16
10386,29/02/2020,FALSE,1,1,0,2,0,0,21,6,16
10404,29/02/2020,FALSE,42,1,29,21,9,0,180,82,16
10451,29/02/2020,FALSE,183,3,25,24,13,1,8,2,16
10476,29/02/2020,FALSE,3,0,3,2,2,0,7,0,16
10503,29/02/2020,TRUE,11,2,2,5,0,1,0,0,16
10527,29/02/2020,FALSE,4,1,2,17,2,0,8,13,16
10575,29/02/2020,FALSE,9,4,50,39,14,0,7,6,16
10579,29/02/2020,FALSE,7,0,15,11,3,0,55,32,16
10584,29/02/2020,FALSE,28,1,2,4,0,0,0,0,16
10594,29/02/2020,FALSE,3,0,1,0,1,0,46,9,16
10611,29/02/2020,FALSE,62,15,144,19,7,1,14,1,16
10624,29/02/2020,FALSE,28,3,13,12,1,0,29,21,16
10642,29/02/2020,FALSE,13,1,34,69,2,1,105,27,16
10652,29/02/2020,FALSE,15,1,5,1,1,0,12,0,16
10727,29/02/2020,FALSE,13,1,4,2,0,0,31,11,16
10736,29/02/2020,FALSE,34,9,2,3,4,0,8,8,16
10765,29/02/2020,FALSE,85,8,46,16,18,0,0,0,16
10766,29/02/2020,FALSE,24,3,21,27,3,0,4,0,16
10808,29/02/2020,FALSE,13,1,9,4,1,1,13,4,16
10839,29/02/2020,TRUE,2,0,1,2,2,0,0,0,16
10844,29/02/2020,FALSE,12,7,6,29,2,0,0,0,16
10861,29/02/2020,FALSE,13,0,4,2,3,0,3,0,16
10908,29/02/2020,FALSE,21,1,13,16,4,0,7,9,16
10970,29/02/2020,FALSE,10,1,4,5,2,0,57,28,16
10995,29/02/2020,FALSE,176,14,50,28,9,0,28,1,16
115,01/03/2020,TRUE,5,1,3,8,18,0,30,23,53
353,01/03/2020,TRUE,6,1,1,5,8,0,111,47,53
733,01/03/2020,TRUE,9,4,10,5,11,0,2,0,53
914,01/03/2020,FALSE,72,27,113,28,78,0,4,3,53
1110,01/03/2020,FALSE,0,1,2,1,0,0,1,1,53
1112,01/03/2020,TRUE,11,2,1,18,17,1,6,2,53
1133,01/03/2020,TRUE,94,6,17,16,5,0,2,0,53
1193,01/03/2020,FALSE,37,1,14,19,11,1,8,3,53
1263,01/03/2020,FALSE,23,2,6,19,0,0,6,9,53
1532,01/03/2020,FALSE,167,1,41,30,40,0,97,45,53
1834,01/03/2020,TRUE,17,0,13,21,7,0,1,0,53
2108,01/03/2020,TRUE,1062,11,75,106,168,1,17,1,53
2229,01/03/2020,TRUE,11,5,8,15,14,1,14,4,53
2378,01/03/2020,FALSE,6,2,0,0,7,0,27,13,53
2510,01/03/2020,FALSE,14,2,31,18,5,0,5,0,53
2566,01/03/2020,FALSE,18,3,79,25,3,0,0,0,53
2750,01/03/2020,FALSE,11,4,3,15,5,0,10,5,53
2895,01/03/2020,FALSE,2,0,11,4,2,0,20,8,53
3204,01/03/2020,FALSE,23,2,12,28,6,0,2,0,53
3503,01/03/2020,FALSE,34,1,7,12,25,0,199,68,53
3522,01/03/2020,FALSE,4,1,0,8,18,1,24,14,53
3562,01/03/2020,FALSE,9,5,12,11,20,0,1,0,53
3804,01/03/2020,FALSE,49,2,8,43,39,0,49,20,53
4336,01/03/2020,TRUE,0,1,1,2,3,0,1,0,53
4731,01/03/2020,TRUE,5,0,1,2,9,0,10,0,53
4891,01/03/2020,TRUE,15,1,8,4,50,0,2,2,53
5057,01/03/2020,FALSE,243,5,405,53,53,1,6,1,53
6160,01/03/2020,FALSE,35,5,24,24,14,0,0,0,53
6925,01/03/2020,TRUE,3,0,3,4,1,1,1,2,53
7012,01/03/2020,FALSE,367,28,326,72,44,0,12,3,53
7507,01/03/2020,TRUE,2,1,3,14,3,0,2,0,53
7690,01/03/2020,FALSE,107,10,37,59,20,0,13,2,53
7844,01/03/2020,TRUE,10,2,1,20,8,0,11,1,53
7909,01/03/2020,FALSE,19,0,7,15,5,1,215,77,53
8226,01/03/2020,FALSE,387,11,62,67,21,0,2,0,53
8441,01/03/2020,TRUE,699,8,58,324,91,0,11,10,53
8751,01/03/2020,FALSE,19,1,3,4,19,1,9,2,53
9084,01/03/2020,FALSE,71,6,44,78,12,0,4,2,53
9211,01/03/2020,TRUE,11,0,5,2,2,1,66,33,53
9826,01/03/2020,TRUE,51,0,5,7,31,0,2,0,53
9860,01/03/2020,TRUE,41,7,7,17,19,0,485,213,53
9886,01/03/2020,TRUE,9,0,6,29,3,1,31,7,53
10010,01/03/2020,FALSE,62,11,26,28,12,0,21,3,22
10041,01/03/2020,FALSE,26,4,16,5,4,0,19,3,22
10100,01/03/2020,FALSE,4,8,16,16,0,0,16,2,22
10131,01/03/2020,FALSE,6,2,19,14,4,0,188,77,22
10134,01/03/2020,FALSE,22,1,11,6,10,0,12,6,22
10141,01/03/2020,FALSE,10,2,13,8,15,1,0,0,22
10164,01/03/2020,FALSE,51,10,9,27,12,1,19,15,22
10190,01/03/2020,FALSE,102,7,54,11,3,0,4,0,22
10258,01/03/2020,FALSE,64,7,6,32,16,0,13,12,22
10310,01/03/2020,FALSE,47,1,11,59,4,1,13,10,22
10328,01/03/2020,FALSE,94,16,38,63,6,0,1,0,22
10347,01/03/2020,FALSE,73,7,58,6,3,0,9,0,22
10364,01/03/2020,FALSE,78,3,15,8,26,0,19,2,22
10368,01/03/2020,FALSE,45,7,8,3,0,0,44,5,22
10395,01/03/2020,FALSE,23,0,20,5,17,0,6,1,22
10408,01/03/2020,FALSE,26,10,51,8,26,0,82,7,22
10416,01/03/2020,FALSE,1,2,0,2,5,0,17,10,22
10453,01/03/2020,FALSE,24,4,4,1,9,1,9,2,22
10514,01/03/2020,FALSE,18,3,2,1,4,0,120,79,22
10563,01/03/2020,FALSE,24,1,59,79,13,0,10,2,22
10567,01/03/2020,FALSE,116,7,127,93,9,0,66,39,22
10571,01/03/2020,FALSE,30,4,22,15,9,0,4,0,22
10683,01/03/2020,FALSE,17,5,2,5,12,0,390,98,22
10693,01/03/2020,FALSE,18,1,50,9,5,0,158,59,22
10709,01/03/2020,FALSE,7,2,1,0,3,0,37,6,22
10712,01/03/2020,FALSE,48,0,10,17,5,0,10,2,22
10732,01/03/2020,FALSE,39,0,55,23,9,0,16,1,22
10749,01/03/2020,FALSE,370,19,148,25,6,0,219,70,22
10760,01/03/2020,TRUE,8,0,1,7,26,0,14,13,22
10794,01/03/2020,FALSE,58,3,3,2,10,0,118,15,22
10828,01/03/2020,FALSE,190,4,38,25,4,0,145,49,22
10833,01/03/2020,FALSE,23,6,3,4,20,0,31,11,22
10872,01/03/2020,FALSE,14,1,6,23,7,0,5,5,22
10899,01/03/2020,FALSE,158,6,10,27,53,0,3,1,22
10941,01/03/2020,FALSE,297,13,21,67,22,1,55,3,22
10969,01/03/2020,FALSE,95,2,9,6,8,0,1,0,22
10983,01/03/2020,TRUE,6,0,4,4,7,0,5,3,22
10989,01/03/2020,FALSE,22,2,3,3,2,0,2,2,22
10993,01/03/2020,FALSE,18,1,2,3,0,0,2,0,22
932,02/03/2020,FALSE,20,0,7,10,2,0,24,8,52
1295,02/03/2020,TRUE,38,2,44,48,17,0,14,9,52
1610,02/03/2020,TRUE,3,1,3,0,16,0,1,3,52
1810,02/03/2020,TRUE,14,6,29,21,11,1,4,6,52
1912,02/03/2020,TRUE,145,6,57,53,96,0,90,4,52
2013,02/03/2020,TRUE,20,0,20,18,14,1,79,13,52
3016,02/03/2020,TRUE,11,1,7,6,24,1,13,2,52
3264,02/03/2020,FALSE,92,10,3,11,6,0,163,77,52
3309,02/03/2020,TRUE,5,1,1,6,3,0,4,0,52
3318,02/03/2020,TRUE,34,0,23,9,6,0,5,0,52
3648,02/03/2020,FALSE,22,4,14,20,5,0,4,0,52
3757,02/03/2020,FALSE,2,0,2,3,3,0,19,6,52
3934,02/03/2020,FALSE,19,5,23,18,6,0,2,0,52
4527,02/03/2020,TRUE,27,1,2,15,3,1,5,2,52
4773,02/03/2020,TRUE,4,0,2,0,0,0,1,2,52
4975,02/03/2020,TRUE,5,0,0,1,0,0,48,15,52
4996,02/03/2020,FALSE,11,2,12,6,7,0,4,4,52
5111,02/03/2020,FALSE,406,14,27,43,10,1,118,34,52
5729,02/03/2020,FALSE,14,2,3,8,6,0,2,0,52
5955,02/03/2020,TRUE,203,7,162,52,66,1,12,6,52
6074,02/03/2020,TRUE,15,1,9,13,12,0,14,5,52
6135,02/03/2020,TRUE,7,2,12,19,20,1,18,17,52
6544,02/03/2020,FALSE,130,5,74,80,50,0,1,2,52
6895,02/03/2020,FALSE,13,4,6,5,50,0,31,25,52
6978,02/03/2020,FALSE,4,2,2,5,4,0,13,1,52
7341,02/03/2020,TRUE,25,4,37,36,3,0,11,10,52
7577,02/03/2020,FALSE,219,11,108,54,11,0,9,3,52
8129,02/03/2020,FALSE,7,2,1,10,2,0,9,8,52
8186,02/03/2020,TRUE,1,0,1,3,2,0,8,10,52
8307,02/03/2020,FALSE,3,11,6,4,1,1,19,5,52
8481,02/03/2020,TRUE,24,0,8,26,42,1,2,1,52
8642,02/03/2020,FALSE,4,1,4,0,2,1,5,3,52
8733,02/03/2020,FALSE,16,18,8,29,0,1,15,1,52
8831,02/03/2020,FALSE,7,3,9,9,0,0,4,2,52
8896,02/03/2020,TRUE,27,5,73,23,12,0,79,37,52
8949,02/03/2020,TRUE,16,1,5,6,1,1,2,0,52
9301,02/03/2020,FALSE,20,2,4,12,1,1,11,6,52
9337,02/03/2020,TRUE,28,6,8,30,6,0,11,2,52
9779,02/03/2020,TRUE,129,7,30,21,38,0,95,39,52
9781,02/03/2020,FALSE,5,9,17,20,12,0,3,2,52
10051,02/03/2020,FALSE,104,7,76,90,7,0,8,0,21
10059,02/03/2020,FALSE,18,0,3,13,17,0,104,41,21
10114,02/03/2020,FALSE,13,4,13,9,15,0,12,2,21
10121,02/03/2020,FALSE,133,9,4,26,2,0,54,25,21
10138,02/03/2020,FALSE,76,72,164,25,11,1,18,1,21
10212,02/03/2020,FALSE,2,1,2,2,7,0,5,2,21
10224,02/03/2020,FALSE,10,3,8,5,5,0,22,12,21
10363,02/03/2020,FALSE,87,11,66,31,28,0,19,10,21
10444,02/03/2020,FALSE,5,1,15,6,0,1,36,18,21
10468,02/03/2020,FALSE,93,3,12,5,2,0,3,1,21
10470,02/03/2020,FALSE,102,4,27,42,8,0,48,19,21
10534,02/03/2020,FALSE,6,10,5,30,2,0,28,13,21
10537,02/03/2020,FALSE,34,1,18,13,2,1,7,4,21
10578,02/03/2020,FALSE,119,7,12,25,3,0,2,1,21
10580,02/03/2020,FALSE,13,1,19,4,2,0,1,1,21
10781,02/03/2020,FALSE,6,0,5,0,1,0,5,6,21
10822,02/03/2020,FALSE,28,1,30,28,1,0,120,61,21
10847,02/03/2020,FALSE,8,1,7,12,13,0,32,5,21
10886,02/03/2020,FALSE,17,4,1,4,4,0,7,3,21
10890,02/03/2020,FALSE,57,2,25,3,1,1,5,1,21
10915,02/03/2020,FALSE,211,5,26,33,7,0,10,0,21
10947,02/03/2020,FALSE,107,1,13,10,7,0,8,1,21
10953,02/03/2020,FALSE,122,2,18,27,7,1,8,3,21
801,03/03/2020,FALSE,6,1,1,3,7,0,101,35,51
1216,03/03/2020,TRUE,7,0,3,4,7,0,3,1,51
1242,03/03/2020,TRUE,70,7,35,70,6,0,2,1,51
1783,03/03/2020,FALSE,39,4,9,39,11,0,2,1,51
2380,03/03/2020,FALSE,218,1,4,27,6,0,0,0,51
2382,03/03/2020,FALSE,22,3,20,38,25,0,58,35,51
2396,03/03/2020,FALSE,12,2,12,11,7,0,38,10,51
3133,03/03/2020,TRUE,310,10,22,76,8,0,1,0,51
3159,03/03/2020,FALSE,43,6,28,0,16,0,24,4,51
3337,03/03/2020,FALSE,5,1,4,5,2,0,4,0,51
3430,03/03/2020,TRUE,7,1,5,4,1,0,2,0,51
3543,03/03/2020,FALSE,29,2,5,68,10,0,4,2,51
4026,03/03/2020,FALSE,0,1,0,3,17,0,1,0,51
4475,03/03/2020,FALSE,21,0,19,6,11,0,301,133,51
5065,03/03/2020,FALSE,53,11,45,55,48,0,0,0,51
5113,03/03/2020,FALSE,11,0,6,5,16,0,4,2,51
5268,03/03/2020,FALSE,8,0,0,1,0,0,2,0,51
5761,03/03/2020,FALSE,16,0,5,16,6,1,25,10,51
5826,03/03/2020,FALSE,6,4,26,20,8,0,11,2,51
6328,03/03/2020,TRUE,10,3,9,20,11,0,3,2,51
6742,03/03/2020,TRUE,13,7,10,20,13,0,11,0,51
6807,03/03/2020,FALSE,295,4,19,20,8,0,21,11,51
7459,03/03/2020,TRUE,6,0,0,3,4,0,6,7,51
7741,03/03/2020,TRUE,21,1,30,45,3,1,1,0,51
7816,03/03/2020,FALSE,236,23,227,77,5,0,20,0,51
8060,03/03/2020,FALSE,17,3,36,18,7,1,12,12,51
8111,03/03/2020,TRUE,0,0,2,2,2,0,21,2,51
8283,03/03/2020,TRUE,93,4,43,31,5,0,5,2,51
8816,03/03/2020,FALSE,44,10,31,20,13,0,6,4,51
9546,03/03/2020,FALSE,102,8,47,53,4,0,15,1,51
9815,03/03/2020,TRUE,41,3,17,24,6,0,74,37,51
9836,03/03/2020,FALSE,5,0,2,4,0,0,3,1,51
9991,03/03/2020,TRUE,19,1,3,6,7,0,2,0,51
10043,03/03/2020,FALSE,90,5,7,9,7,1,18,6,20
10061,03/03/2020,FALSE,60,3,15,24,17,1,14,7,20
10077,03/03/2020,FALSE,45,5,0,4,0,0,2,2,20
10125,03/03/2020,FALSE,86,11,39,24,40,0,31,23,20
10127,03/03/2020,FALSE,0,0,4,1,5,0,9,5,20
10150,03/03/2020,FALSE,13,3,1,32,1,1,15,5,20
10174,03/03/2020,FALSE,36,6,19,64,25,0,230,97,20
10176,03/03/2020,FALSE,18,1,4,7,22,0,3,1,20
10193,03/03/2020,FALSE,107,17,62,148,16,0,3,0,20
10210,03/03/2020,FALSE,16,13,57,49,3,0,288,110,20
10218,03/03/2020,FALSE,32,2,27,20,5,1,58,41,20
10256,03/03/2020,FALSE,43,6,44,16,16,1,4,0,20
10265,03/03/2020,FALSE,60,1,20,69,3,0,70,40,20
10284,03/03/2020,FALSE,6,0,0,5,4,1,4,5,20
10291,03/03/2020,TRUE,39,2,12,5,1,0,0,0,20
10313,03/03/2020,FALSE,21,4,12,2,29,0,13,10,20
10359,03/03/2020,FALSE,18,3,17,25,18,0,8,0,20
10372,03/03/2020,FALSE,116,5,47,18,9,0,12,4,20
10517,03/03/2020,FALSE,95,8,44,18,12,0,67,36,20
10547,03/03/2020,FALSE,176,10,151,45,14,0,17,3,20
10549,03/03/2020,FALSE,21,4,5,15,1,0,56,8,20
10550,03/03/2020,FALSE,12,2,4,6,4,0,27,10,20
10666,03/03/2020,FALSE,18,6,33,16,6,1,25,4,20
10689,03/03/2020,FALSE,13,3,6,8,6,0,14,6,20
10717,03/03/2020,FALSE,153,6,43,44,21,0,28,26,20
10724,03/03/2020,FALSE,19,5,4,49,17,0,2,0,20
10763,03/03/2020,FALSE,9,1,5,4,19,0,20,13,20
10809,03/03/2020,FALSE,9,1,1,4,0,0,0,1,20
10813,03/03/2020,FALSE,30,1,5,50,4,1,4,0,20
10866,03/03/2020,FALSE,9,0,1,3,2,0,2,0,20
10913,03/03/2020,FALSE,82,0,16,25,5,0,12,5,20
10945,03/03/2020,FALSE,26,3,7,53,6,0,11,3,20
10963,03/03/2020,FALSE,63,11,26,14,3,0,0,0,20
10975,03/03/2020,FALSE,35,5,9,17,4,1,31,17,20
466,04/03/2020,FALSE,16,2,10,14,6,0,3,2,50
1256,04/03/2020,TRUE,15,1,1,8,5,1,1,4,50
1820,04/03/2020,TRUE,38,5,112,43,43,4,32,3,50
1926,04/03/2020,FALSE,23,4,24,4,0,0,4,1,50
2817,04/03/2020,FALSE,12,1,7,11,4,0,2,1,50
3108,04/03/2020,TRUE,11,1,1,7,3,0,3,0,50
3418,04/03/2020,FALSE,38,6,10,20,9,0,91,35,50
4177,04/03/2020,FALSE,6,2,9,18,29,0,38,16,50
4310,04/03/2020,FALSE,56,20,38,167,5,0,167,80,50
4902,04/03/2020,TRUE,102,9,30,60,16,0,9,1,50
5207,04/03/2020,TRUE,6,1,0,5,5,0,1,0,50
5430,04/03/2020,FALSE,6,7,5,16,3,1,0,2,50
5828,04/03/2020,FALSE,66,9,7,15,2,1,0,0,50
6305,04/03/2020,FALSE,19,1,5,7,45,0,2,4,50
6904,04/03/2020,FALSE,3,0,1,1,8,1,13,10,50
7024,04/03/2020,FALSE,72,18,90,21,4,0,0,2,50
7063,04/03/2020,TRUE,206,1,16,63,54,0,0,2,50
7188,04/03/2020,TRUE,19,1,15,9,4,2,1,1,50
7673,04/03/2020,FALSE,3,1,5,0,5,0,0,0,50
7999,04/03/2020,FALSE,6,3,9,23,8,0,43,8,50
8673,04/03/2020,TRUE,29,1,3,9,2,0,1,0,50
9047,04/03/2020,TRUE,1,0,1,3,2,1,14,4,50
9522,04/03/2020,FALSE,94,3,16,15,6,2,4,1,50
9827,04/03/2020,TRUE,58,3,10,20,11,0,2,0,50
10013,04/03/2020,FALSE,20,4,12,6,1,0,8,1,19
10034,04/03/2020,FALSE,24,6,11,30,10,0,31,2,19
10062,04/03/2020,TRUE,5,0,2,3,4,0,6,5,19
10064,04/03/2020,FALSE,54,5,11,17,2,1,41,20,19
10146,04/03/2020,TRUE,14,0,1,2,9,0,1,0,19
10153,04/03/2020,FALSE,99,14,7,13,10,0,12,7,19
10169,04/03/2020,TRUE,390,9,24,40,5,1,7,3,19
10240,04/03/2020,TRUE,10,1,1,24,8,0,3,1,19
10264,04/03/2020,FALSE,3,0,10,1,5,0,7,12,19
10268,04/03/2020,FALSE,13,13,69,26,31,1,6,4,19
10311,04/03/2020,FALSE,258,7,404,117,19,0,9,1,19
10349,04/03/2020,TRUE,5,2,4,6,0,0,5,2,19
10370,04/03/2020,TRUE,5,2,7,8,6,1,3,2,19
10409,04/03/2020,FALSE,84,6,35,9,8,0,234,74,19
10432,04/03/2020,FALSE,29,1,10,9,16,0,5,2,19
10454,04/03/2020,FALSE,11,0,1,1,1,0,9,1,19
10499,04/03/2020,FALSE,59,1,57,30,14,0,34,13,19
10536,04/03/2020,FALSE,19,1,6,16,11,0,4,0,19
10600,04/03/2020,FALSE,7,2,17,8,13,0,6,2,19
10604,04/03/2020,FALSE,27,1,17,45,8,0,3,0,19
10628,04/03/2020,FALSE,15,1,31,6,0,2,6,3,19
10661,04/03/2020,FALSE,39,1,7,10,8,1,8,0,19
10707,04/03/2020,FALSE,64,1,25,23,3,1,17,7,19
10726,04/03/2020,FALSE,17,2,19,4,1,0,13,10,19
10768,04/03/2020,FALSE,15,5,14,22,11,0,5,9,19
10782,04/03/2020,FALSE,4,0,5,10,0,0,40,17,19
10855,04/03/2020,FALSE,213,12,54,54,37,0,35,1,19
10875,04/03/2020,FALSE,27,3,14,21,0,0,16,3,19
10878,04/03/2020,TRUE,5,0,2,6,0,0,4,0,19
