account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,newfriend_pcnt_chng,days_since_newfriend
2333,2020-04-08,False,14.0,9.0,6.0,1.0,26.0,0.33734939,16.0,4.0,0.16666667,0.25,0.0,0.375,0.037483264,1.0,0.125,1.0
2395,2020-04-08,False,2.0,0.0,0.0,5.0,0.0,0.33734939,146.0,41.0,0.0,0.28082192,0.0,0.0,0.0,0.0,0.0,0.0
2397,2020-04-08,False,66.0,6.0,19.0,22.0,3.0,0.33734939,37.0,2.0,1.1578947,0.054054055,0.0,0.5135135,0.056224898,1.0,0.0,1.0
2455,2020-04-08,False,29.0,26.0,277.0,117.0,48.0,1.3493975,40.0,1.0,0.42238268,0.025,0.0,6.925,0.051899906,1.0,0.8571428,1.0
2569,2020-04-08,False,129.0,2.0,64.0,50.0,6.0,0.33734939,247.0,93.0,0.78125,0.37651822,0.0,0.25910932,0.16867469,1.0,-0.6666666,0.0
2617,2020-04-08,False,133.0,10.0,83.0,35.0,0.0,0.67469877,24.0,3.0,0.42168674,0.125,0.0,3.4583333,0.06746988,0.0,0.42857146,8.0
2653,2020-04-08,False,3.0,1.0,1.0,6.0,16.0,0.0,37.0,8.0,6.0,0.21621622,0.0,0.027027028,0.0,1.0,0.0,24.0
2679,2020-04-08,False,15.0,4.0,9.0,7.0,3.0,1.0120482,87.0,60.0,0.7777778,0.6896552,0.0,0.10344828,0.25301206,1.0,-0.3333333,6.0
2746,2020-04-08,False,343.0,14.0,67.0,11.0,15.0,0.0,92.0,38.0,0.1641791,0.41304347,0.0,0.7282609,0.0,1.0,-0.3,0.0
2785,2020-04-08,False,11.0,5.0,8.0,5.0,1.0,1.0120482,91.0,11.0,0.625,0.12087912,0.0,0.08791209,0.20240965,1.0,0.0,2.0
2824,2020-04-08,False,9.0,0.0,25.0,1.0,5.0,1.3493975,5.0,0.0,0.04,0.0,0.0,5.0,0.0,1.0,-1.0,45.0
2890,2020-04-08,False,53.0,12.0,55.0,177.0,24.0,0.33734939,13.0,2.0,3.2181818,0.15384616,0.0,4.230769,0.028112449,1.0,-0.36842108,7.0
2907,2020-04-08,False,73.0,3.0,41.0,65.0,0.0,0.33734939,44.0,21.0,1.5853659,0.47727272,0.0,0.9318182,0.112449795,0.0,-0.625,0.0
2981,2020-04-08,False,64.0,7.0,14.0,41.0,12.0,0.0,81.0,34.0,2.9285715,0.41975307,0.0,0.17283951,0.0,1.0,0.16666663,1.0
2984,2020-04-08,False,24.0,15.0,38.0,19.0,33.0,0.0,12.0,2.0,0.5,0.16666667,0.0,3.1666667,0.0,1.0,0.6666666,0.0
3004,2020-04-08,False,31.0,3.0,16.0,8.0,20.0,0.0,102.0,37.0,0.5,0.3627451,0.0,0.15686275,0.0,1.0,-0.25,9.0
3019,2020-04-08,False,77.0,1.0,5.0,8.0,1.0,0.33734939,7.0,4.0,1.6,0.5714286,0.0,0.71428573,0.33734939,1.0,-0.6666666,25.0
3043,2020-04-08,False,41.0,2.0,32.0,11.0,17.0,0.0,59.0,33.0,0.34375,0.55932206,0.0,0.5423729,0.0,1.0,0.0,9.0
3050,2020-04-08,False,206.0,6.0,18.0,42.0,16.0,0.33734939,12.0,3.0,2.3333333,0.25,0.0,1.5,0.056224898,1.0,-0.14285713,0.0
3057,2020-04-08,False,31.0,13.0,15.0,44.0,1.0,0.0,15.0,2.0,2.9333334,0.13333334,0.0,1.0,0.0,1.0,0.625,2.0
3093,2020-04-08,False,50.0,4.0,108.0,50.0,6.0,0.0,18.0,6.0,0.46296296,0.33333334,0.0,6.0,0.0,1.0,-0.4285714,8.0
3111,2020-04-08,False,4.0,2.0,11.0,4.0,3.0,0.33734939,12.0,5.0,0.36363637,0.41666666,0.0,0.9166667,0.16867469,1.0,1.0,13.0
3132,2020-04-08,True,11.0,0.0,14.0,16.0,1.0,0.67469877,1.0,0.0,1.1428572,0.0,0.0,14.0,0.0,1.0,-1.0,51.0
3157,2020-04-08,False,2.0,3.0,11.0,16.0,10.0,0.33734939,107.0,50.0,1.4545455,0.46728972,0.0,0.10280374,0.112449795,1.0,0.0,12.0
3175,2020-04-08,False,30.0,5.0,13.0,28.0,7.0,0.0,85.0,72.0,2.1538463,0.84705883,0.0,0.15294118,0.0,1.0,1.5,9.0
3179,2020-04-08,False,11.0,6.0,6.0,14.0,14.0,0.33734939,8.0,4.0,2.3333333,0.5,0.0,0.75,0.056224898,1.0,-0.25,7.0
3185,2020-04-08,False,78.0,6.0,37.0,20.0,14.0,0.33734939,34.0,16.0,0.5405405,0.47058824,0.0,1.0882353,0.056224898,1.0,0.20000005,3.0
3211,2020-04-08,False,1.0,0.0,0.0,1.0,3.0,0.33734939,27.0,6.0,0.0,0.22222222,0.0,0.0,0.0,1.0,0.0,0.0
3237,2020-04-08,False,41.0,4.0,5.0,7.0,4.0,0.33734939,5.0,3.0,1.4,0.6,0.0,1.0,0.084337346,1.0,-0.3333333,4.0
3285,2020-04-08,False,35.0,7.0,35.0,64.0,6.0,0.33734939,102.0,37.0,1.8285714,0.3627451,0.0,0.34313726,0.04819277,1.0,0.16666663,7.0
3290,2020-04-08,False,295.0,36.0,215.0,83.0,20.0,0.0,45.0,3.0,0.3860465,0.06666667,0.0,4.7777777,0.0,1.0,-0.14285713,0.0
3316,2020-04-08,False,60.0,8.0,32.0,6.0,8.0,0.0,18.0,4.0,0.1875,0.22222222,0.0,1.7777778,0.0,1.0,-0.19999999,0.0
3325,2020-04-08,False,30.0,10.0,9.0,5.0,11.0,0.67469877,18.0,2.0,0.5555556,0.11111111,0.0,0.5,0.06746988,1.0,-0.16666669,3.0
3344,2020-04-08,False,110.0,6.0,19.0,159.0,2.0,0.67469877,52.0,23.0,8.368421,0.44230768,0.0,0.3653846,0.112449795,1.0,1.0,6.0
3346,2020-04-08,False,89.0,7.0,47.0,32.0,16.0,0.33734939,9.0,0.0,0.68085104,0.0,0.0,5.2222223,0.04819277,1.0,0.16666663,2.0
3354,2020-04-08,False,47.0,5.0,22.0,26.0,3.0,0.33734939,35.0,20.0,1.1818181,0.5714286,0.0,0.62857145,0.06746988,1.0,-0.44444442,10.0
3362,2020-04-08,False,35.0,5.0,16.0,23.0,5.0,0.33734939,6.0,2.0,1.4375,0.33333334,0.0,2.6666667,0.06746988,1.0,1.5,5.0
3403,2020-04-08,False,98.0,12.0,58.0,95.0,31.0,0.33734939,9.0,1.0,1.637931,0.11111111,0.0,6.4444447,0.028112449,1.0,0.20000005,3.0
3457,2020-04-08,False,21.0,5.0,28.0,2.0,1.0,0.67469877,7.0,0.0,0.071428575,0.0,0.0,4.0,0.13493976,1.0,1.5,4.0
3465,2020-04-08,False,89.0,2.0,9.0,9.0,28.0,0.33734939,212.0,73.0,1.0,0.3443396,0.0,0.04245283,0.16867469,1.0,0.0,14.0
3518,2020-04-08,False,1.0,4.0,38.0,9.0,0.0,0.67469877,34.0,4.0,0.23684211,0.11764706,0.0,1.117647,0.16867469,0.0,0.33333337,2.0
3526,2020-04-08,False,12.0,1.0,10.0,4.0,12.0,0.0,9.0,7.0,0.4,0.7777778,0.0,1.1111112,0.0,1.0,-0.5,9.0
3529,2020-04-08,False,24.0,1.0,16.0,21.0,6.0,0.0,22.0,5.0,1.3125,0.22727273,0.0,0.72727275,0.0,1.0,0.0,18.0
3560,2020-04-08,False,9.0,4.0,25.0,6.0,0.0,0.33734939,5.0,2.0,0.24,0.4,0.0,5.0,0.084337346,0.0,3.0,5.0
3584,2020-04-08,False,376.0,14.0,19.0,28.0,29.0,0.33734939,63.0,39.0,1.4736842,0.61904764,0.0,0.3015873,0.024096385,1.0,1.0,3.0
3601,2020-04-08,False,11.0,10.0,18.0,31.0,6.0,0.0,421.0,159.0,1.7222222,0.3776722,0.0,0.042755343,0.0,1.0,-0.23076922,2.0
3727,2020-04-08,False,42.0,3.0,15.0,23.0,31.0,0.33734939,40.0,20.0,1.5333333,0.5,0.0,0.375,0.112449795,1.0,-0.39999998,0.0
3798,2020-04-08,False,110.0,8.0,30.0,14.0,5.0,0.0,53.0,4.0,0.46666667,0.0754717,0.0,0.5660377,0.0,1.0,-0.19999999,14.0
3815,2020-04-08,False,177.0,25.0,447.0,166.0,19.0,0.33734939,33.0,10.0,0.37136465,0.3030303,0.0,13.545455,0.013493976,1.0,0.25,0.0
3827,2020-04-08,False,38.0,10.0,22.0,17.0,2.0,0.33734939,46.0,34.0,0.77272725,0.73913044,0.0,0.47826087,0.03373494,1.0,-0.28571427,1.0
3843,2020-04-08,False,540.0,20.0,130.0,129.0,12.0,0.67469877,27.0,3.0,0.99230766,0.11111111,0.0,4.814815,0.03373494,1.0,0.8181819,0.0
3852,2020-04-08,False,26.0,1.0,17.0,6.0,1.0,0.0,59.0,25.0,0.3529412,0.42372882,0.0,0.2881356,0.0,1.0,-0.5,11.0
3866,2020-04-08,False,0.0,1.0,7.0,10.0,1.0,1.0120482,16.0,2.0,1.4285715,0.125,0.0,0.4375,1.0120482,1.0,0.0,16.0
3877,2020-04-08,False,10.0,0.0,21.0,4.0,3.0,0.33734939,9.0,4.0,0.1904762,0.44444445,0.0,2.3333333,0.0,1.0,-1.0,31.0
3887,2020-04-08,False,113.0,6.0,41.0,64.0,7.0,0.67469877,26.0,9.0,1.5609756,0.34615386,0.0,1.5769231,0.112449795,1.0,-0.39999998,1.0
3936,2020-04-08,False,4.0,0.0,4.0,11.0,4.0,0.33734939,12.0,7.0,2.75,0.5833333,0.0,0.33333334,0.0,1.0,-1.0,0.0
4017,2020-04-08,False,20.0,1.0,46.0,44.0,10.0,0.0,23.0,10.0,0.95652175,0.4347826,0.0,2.0,0.0,1.0,-0.6666666,4.0
4027,2020-04-08,False,23.0,7.0,15.0,22.0,13.0,0.33734939,2.0,1.0,1.4666667,0.5,0.0,7.5,0.04819277,1.0,0.0,0.0
4061,2020-04-08,False,53.0,11.0,22.0,27.0,5.0,0.33734939,25.0,16.0,1.2272727,0.64,0.0,0.88,0.030668126,1.0,-0.21428573,0.0
4069,2020-04-08,False,64.0,3.0,4.0,15.0,9.0,0.0,6.0,4.0,3.75,0.6666667,0.0,0.6666667,0.0,1.0,-0.72727275,7.0
4074,2020-04-08,False,196.0,6.0,127.0,37.0,40.0,0.0,20.0,8.0,0.2913386,0.4,0.0,6.35,0.0,1.0,-0.3333333,1.0
4097,2020-04-08,False,18.0,6.0,0.0,1.0,3.0,0.0,76.0,49.0,0.0,0.6447368,0.0,0.0,0.0,1.0,0.20000005,0.0
4148,2020-04-08,False,84.0,17.0,21.0,9.0,32.0,0.33734939,2.0,2.0,0.42857143,1.0,0.0,10.5,0.019844081,1.0,0.0625,2.0
4216,2020-04-08,True,1.0,0.0,3.0,2.0,0.0,0.67469877,6.0,3.0,0.6666667,0.5,0.0,0.5,0.0,0.0,0.0,60.0
4222,2020-04-08,False,215.0,2.0,65.0,35.0,19.0,0.0,17.0,2.0,0.53846157,0.11764706,0.0,3.8235295,0.0,1.0,-0.71428573,0.0
4278,2020-04-08,False,5.0,0.0,8.0,19.0,3.0,0.33734939,80.0,41.0,2.375,0.5125,0.0,0.1,0.0,1.0,-1.0,44.0
4284,2020-04-08,False,178.0,19.0,12.0,41.0,4.0,0.0,140.0,53.0,3.4166667,0.37857142,0.0,0.08571429,0.0,1.0,0.46153843,1.0
4324,2020-04-08,False,680.0,15.0,126.0,76.0,18.0,0.33734939,45.0,8.0,0.6031746,0.17777778,0.0,2.8,0.02248996,1.0,-0.25,1.0
4370,2020-04-08,False,283.0,13.0,43.0,213.0,23.0,0.0,10.0,8.0,4.9534883,0.8,0.0,4.3,0.0,1.0,0.0,2.0
4383,2020-04-08,False,25.0,3.0,12.0,22.0,8.0,0.0,20.0,16.0,1.8333334,0.8,0.0,0.6,0.0,1.0,0.5,17.0
4384,2020-04-08,False,60.0,7.0,11.0,8.0,60.0,0.33734939,137.0,85.0,0.72727275,0.620438,0.0,0.08029197,0.04819277,1.0,1.3333333,1.0
4387,2020-04-08,False,68.0,2.0,30.0,26.0,1.0,0.33734939,10.0,2.0,0.8666667,0.2,0.0,3.0,0.16867469,1.0,-0.3333333,0.0
4398,2020-04-08,False,54.0,6.0,16.0,29.0,9.0,0.33734939,139.0,83.0,1.8125,0.5971223,0.0,0.11510792,0.056224898,1.0,0.20000005,3.0
4403,2020-04-08,False,32.0,15.0,16.0,3.0,16.0,0.33734939,17.0,6.0,0.1875,0.3529412,0.0,0.9411765,0.02248996,1.0,1.5,3.0
4491,2020-04-08,False,470.0,47.0,275.0,116.0,22.0,0.67469877,0.0,0.0,0.42181817,0.0,0.0,0.0,0.014355293,1.0,0.04444444,0.0
4529,2020-04-08,False,508.0,10.0,136.0,84.0,21.0,0.0,19.0,11.0,0.61764705,0.57894737,0.0,7.1578946,0.0,1.0,0.111111164,1.0
4556,2020-04-08,False,39.0,8.0,2.0,6.0,9.0,0.67469877,406.0,174.0,3.0,0.42857143,0.0,0.0049261083,0.084337346,1.0,1.6666667,1.0
4615,2020-04-08,False,239.0,8.0,158.0,71.0,52.0,1.0120482,7.0,0.0,0.44936708,0.0,0.0,22.571428,0.12650603,1.0,-0.19999999,2.0
4625,2020-04-08,False,151.0,3.0,38.0,86.0,15.0,0.0,50.0,24.0,2.2631578,0.48,0.0,0.76,0.0,1.0,-0.57142854,8.0
4673,2020-04-08,False,37.0,1.0,9.0,1.0,25.0,0.33734939,31.0,18.0,0.11111111,0.58064514,0.0,0.29032257,0.33734939,1.0,0.0,24.0
4735,2020-04-08,False,148.0,18.0,88.0,74.0,13.0,0.33734939,17.0,1.0,0.84090906,0.05882353,0.0,5.1764708,0.018741632,1.0,-0.18181819,0.0
4779,2020-04-08,False,271.0,19.0,108.0,34.0,35.0,0.33734939,137.0,60.0,0.3148148,0.4379562,0.0,0.7883212,0.01775523,1.0,0.72727275,0.0
4789,2020-04-08,False,83.0,23.0,67.0,28.0,101.0,0.0,360.0,164.0,0.41791046,0.45555556,0.0,0.18611111,0.0,1.0,0.0,0.0
4850,2020-04-08,False,272.0,26.0,10.0,47.0,9.0,0.0,12.0,2.0,4.7,0.16666667,0.0,0.8333333,0.0,1.0,0.29999995,1.0
4892,2020-04-08,False,46.0,17.0,18.0,69.0,15.0,0.0,129.0,55.0,3.8333333,0.42635658,0.0,0.13953489,0.0,1.0,-0.19047618,0.0
4927,2020-04-08,False,4.0,0.0,4.0,4.0,1.0,0.67469877,51.0,14.0,1.0,0.27450982,0.0,0.078431375,0.0,1.0,-1.0,40.0
4966,2020-04-08,False,11.0,1.0,5.0,1.0,1.0,0.33734939,76.0,44.0,0.2,0.57894737,0.0,0.065789476,0.33734939,1.0,0.0,0.0
5013,2020-04-08,False,39.0,17.0,19.0,9.0,12.0,0.0,240.0,98.0,0.47368422,0.40833333,0.0,0.079166666,0.0,1.0,1.4285715,3.0
5040,2020-04-08,False,57.0,5.0,17.0,52.0,4.0,0.33734939,239.0,121.0,3.0588236,0.50627613,0.0,0.07112971,0.06746988,1.0,-0.16666669,0.0
5178,2020-04-08,False,64.0,8.0,41.0,71.0,12.0,0.33734939,69.0,20.0,1.7317073,0.28985506,0.0,0.5942029,0.042168673,1.0,1.0,3.0
5217,2020-04-08,False,20.0,3.0,23.0,59.0,20.0,0.0,3.0,2.0,2.5652175,0.6666667,0.0,7.6666665,0.0,1.0,-0.57142854,15.0
5388,2020-04-08,True,5.0,0.0,7.0,36.0,9.0,0.0,210.0,94.0,5.142857,0.44761905,0.0,0.033333335,0.0,1.0,-1.0,40.0
5401,2020-04-08,False,19.0,0.0,9.0,4.0,9.0,0.67469877,10.0,8.0,0.44444445,0.8,0.0,0.9,0.0,1.0,0.0,0.0
5512,2020-04-08,False,222.0,28.0,117.0,116.0,12.0,0.33734939,92.0,17.0,0.991453,0.18478261,0.0,1.2717391,0.012048192,1.0,0.39999998,2.0
5534,2020-04-08,False,41.0,3.0,19.0,133.0,5.0,1.0120482,140.0,59.0,7.0,0.42142856,0.0,0.13571429,0.3373494,1.0,0.0,18.0
5573,2020-04-08,False,192.0,2.0,38.0,21.0,6.0,0.0,4.0,2.0,0.55263156,0.5,0.0,9.5,0.0,1.0,1.0,3.0
5619,2020-04-08,False,122.0,0.0,37.0,15.0,56.0,0.33734939,12.0,3.0,0.4054054,0.25,0.0,3.0833333,0.0,1.0,0.0,0.0
5693,2020-04-08,False,226.0,8.0,43.0,33.0,3.0,0.0,9.0,10.0,0.76744187,1.1111112,0.0,4.7777777,0.0,1.0,0.6,2.0
5702,2020-04-08,False,11.0,3.0,33.0,30.0,11.0,0.33734939,118.0,19.0,0.90909094,0.16101696,0.0,0.27966103,0.112449795,1.0,-0.39999998,2.0
5814,2020-04-08,False,33.0,8.0,62.0,32.0,24.0,0.67469877,3.0,0.0,0.516129,0.0,0.0,20.666666,0.084337346,1.0,1.6666667,2.0
5841,2020-04-08,False,13.0,9.0,12.0,34.0,2.0,0.33734939,45.0,15.0,2.8333333,0.33333334,0.0,0.26666668,0.037483264,1.0,0.0,1.0
5844,2020-04-08,False,31.0,9.0,28.0,79.0,7.0,0.67469877,9.0,2.0,2.8214285,0.22222222,0.0,3.1111112,0.07496653,1.0,0.125,10.0
5850,2020-04-08,False,9.0,8.0,26.0,23.0,8.0,0.33734939,22.0,13.0,0.88461536,0.59090906,0.0,1.1818181,0.042168673,1.0,-0.111111104,2.0
5852,2020-04-08,False,58.0,33.0,114.0,103.0,6.0,0.0,30.0,9.0,0.9035088,0.3,0.0,3.8,0.0,1.0,-0.08333331,0.0
5862,2020-04-08,False,70.0,6.0,53.0,19.0,6.0,0.33734939,49.0,10.0,0.35849056,0.20408164,0.0,1.0816326,0.056224898,1.0,1.0,6.0
5874,2020-04-08,False,22.0,2.0,47.0,31.0,11.0,1.0120482,16.0,4.0,0.65957445,0.25,0.0,2.9375,0.5060241,1.0,0.0,10.0
5879,2020-04-08,False,0.0,1.0,3.0,5.0,0.0,1.0120482,51.0,22.0,1.6666666,0.43137255,0.0,0.05882353,1.0120482,0.0,-0.75,12.0
6017,2020-04-08,False,12.0,0.0,5.0,0.0,13.0,0.67469877,30.0,14.0,0.0,0.46666667,0.0,0.16666667,0.0,1.0,-1.0,40.0
6046,2020-04-08,False,70.0,6.0,32.0,38.0,16.0,0.33734939,7.0,2.0,1.1875,0.2857143,0.0,4.571429,0.056224898,1.0,-0.45454544,1.0
6073,2020-04-08,False,652.0,34.0,71.0,282.0,4.0,0.33734939,7.0,3.0,3.971831,0.42857143,0.0,10.142858,0.009922041,1.0,0.25925922,0.0
6076,2020-04-08,False,165.0,5.0,194.0,26.0,41.0,0.0,619.0,207.0,0.13402061,0.33441034,0.0,0.31340873,0.0,1.0,0.6666666,10.0
6180,2020-04-08,False,8.0,3.0,4.0,3.0,13.0,0.33734939,16.0,4.0,0.75,0.25,0.0,0.25,0.112449795,1.0,2.0,12.0
6198,2020-04-08,False,46.0,1.0,10.0,31.0,5.0,0.33734939,24.0,18.0,3.1,0.75,0.0,0.41666666,0.33734939,1.0,-0.75,6.0
6205,2020-04-08,False,28.0,2.0,28.0,17.0,81.0,1.0120482,2.0,1.0,0.60714287,0.5,0.0,14.0,0.5060241,1.0,1.0,0.0
6310,2020-04-08,False,42.0,8.0,67.0,57.0,12.0,0.0,13.0,0.0,0.8507463,0.0,0.0,5.1538463,0.0,1.0,-0.111111104,5.0
6331,2020-04-08,False,40.0,1.0,9.0,71.0,7.0,0.33734939,4.0,0.0,7.888889,0.0,0.0,2.25,0.33734939,1.0,-0.6666666,22.0
6352,2020-04-08,False,9.0,1.0,16.0,5.0,5.0,0.0,82.0,37.0,0.3125,0.4512195,0.0,0.19512194,0.0,1.0,0.0,20.0
6396,2020-04-08,False,33.0,6.0,17.0,47.0,6.0,0.67469877,51.0,30.0,2.764706,0.5882353,0.0,0.33333334,0.112449795,1.0,-0.5,0.0
6427,2020-04-08,False,35.0,5.0,11.0,6.0,3.0,0.0,69.0,22.0,0.54545456,0.3188406,0.0,0.1594203,0.0,1.0,1.5,3.0
6563,2020-04-08,False,15.0,4.0,5.0,1.0,23.0,0.33734939,47.0,7.0,0.2,0.14893617,0.0,0.10638298,0.084337346,1.0,0.33333337,10.0
6588,2020-04-08,False,78.0,16.0,60.0,67.0,56.0,0.33734939,203.0,94.0,1.1166667,0.46305418,0.0,0.2955665,0.021084337,1.0,0.23076928,0.0
6595,2020-04-08,False,179.0,12.0,23.0,41.0,9.0,1.0120482,19.0,15.0,1.7826087,0.7894737,0.0,1.2105263,0.08433735,1.0,-0.14285713,3.0
6598,2020-04-08,False,21.0,3.0,22.0,17.0,4.0,0.0,6.0,8.0,0.77272725,1.3333334,0.0,3.6666667,0.0,1.0,0.0,0.0
6633,2020-04-08,False,396.0,23.0,74.0,133.0,13.0,0.0,56.0,28.0,1.7972972,0.5,0.0,1.3214285,0.0,1.0,0.09523809,0.0
6716,2020-04-08,False,13.0,9.0,18.0,2.0,1.0,0.33734939,14.0,3.0,0.11111111,0.21428572,0.0,1.2857143,0.037483264,1.0,0.5,0.0
6751,2020-04-08,False,3.0,1.0,0.0,2.0,1.0,0.67469877,43.0,5.0,0.0,0.11627907,0.0,0.0,0.67469877,1.0,0.0,18.0
6759,2020-04-08,False,247.0,22.0,19.0,48.0,12.0,0.33734939,91.0,56.0,2.5263157,0.61538464,0.0,0.20879121,0.015334063,1.0,0.6923077,1.0
6816,2020-04-08,False,385.0,18.0,124.0,108.0,21.0,0.0,15.0,1.0,0.87096775,0.06666667,0.0,8.266666,0.0,1.0,-0.21739131,0.0
6866,2020-04-08,False,174.0,4.0,43.0,6.0,6.0,0.33734939,7.0,9.0,0.13953489,1.2857143,0.0,6.142857,0.084337346,1.0,-0.3333333,5.0
6926,2020-04-08,False,79.0,2.0,31.0,23.0,6.0,0.33734939,6.0,0.0,0.7419355,0.0,0.0,5.1666665,0.16867469,1.0,-0.84615386,23.0
6950,2020-04-08,False,292.0,25.0,45.0,50.0,32.0,0.33734939,23.0,11.0,1.1111112,0.47826087,0.0,1.9565217,0.013493976,1.0,0.78571427,0.0
6981,2020-04-08,False,36.0,3.0,8.0,8.0,5.0,0.0,56.0,26.0,1.0,0.4642857,0.0,0.14285715,0.0,1.0,2.0,10.0
7002,2020-04-08,False,2.0,1.0,2.0,2.0,3.0,0.0,70.0,21.0,1.0,0.3,0.0,0.028571429,0.0,1.0,-0.5,10.0
7041,2020-04-08,False,9.0,3.0,7.0,4.0,3.0,1.3493975,43.0,22.0,0.5714286,0.5116279,0.0,0.1627907,0.44979918,1.0,0.0,13.0
7125,2020-04-08,False,26.0,1.0,4.0,5.0,16.0,0.33734939,209.0,96.0,1.25,0.45933014,0.0,0.019138755,0.33734939,1.0,-0.6666666,4.0
7163,2020-04-08,False,13.0,0.0,31.0,6.0,18.0,0.0,9.0,3.0,0.19354838,0.33333334,0.0,3.4444444,0.0,1.0,0.0,61.0
7178,2020-04-08,False,65.0,5.0,7.0,13.0,1.0,0.0,118.0,46.0,1.8571428,0.3898305,0.0,0.059322033,0.0,1.0,0.0,8.0
7182,2020-04-08,False,67.0,4.0,26.0,36.0,7.0,0.0,11.0,4.0,1.3846154,0.36363637,0.0,2.3636363,0.0,1.0,0.33333337,2.0
7188,2020-04-08,False,36.0,4.0,7.0,8.0,21.0,0.0,52.0,28.0,1.1428572,0.53846157,0.0,0.13461539,0.0,1.0,-0.4285714,16.0
7191,2020-04-08,False,42.0,4.0,21.0,73.0,28.0,0.0,1.0,0.0,3.4761906,0.0,0.0,21.0,0.0,1.0,-0.6,4.0
7249,2020-04-08,True,17.0,3.0,2.0,11.0,1.0,0.67469877,0.0,0.0,5.5,0.0,0.0,0.0,0.22489959,1.0,-0.39999998,12.0
7314,2020-04-08,False,17.0,3.0,14.0,3.0,6.0,0.0,4.0,0.0,0.21428572,0.0,0.0,3.5,0.0,1.0,-0.25,1.0
7319,2020-04-08,False,43.0,2.0,50.0,28.0,2.0,0.33734939,9.0,5.0,0.56,0.5555556,0.0,5.5555553,0.16867469,1.0,-0.3333333,2.0
7325,2020-04-08,False,14.0,1.0,2.0,6.0,3.0,0.33734939,2.0,0.0,3.0,0.0,0.0,1.0,0.33734939,1.0,-0.6666666,25.0
7366,2020-04-08,False,4.0,0.0,0.0,2.0,4.0,0.0,59.0,24.0,0.0,0.40677965,0.0,0.0,0.0,1.0,0.0,0.0
7387,2020-04-08,False,43.0,10.0,16.0,19.0,25.0,0.67469877,1.0,2.0,1.1875,2.0,0.0,16.0,0.06746988,1.0,0.111111164,2.0
7500,2020-04-08,False,72.0,19.0,14.0,75.0,4.0,0.33734939,5.0,1.0,5.357143,0.2,0.0,2.8,0.01775523,1.0,0.0,1.0
7519,2020-04-08,False,308.0,10.0,10.0,58.0,5.0,0.0,298.0,152.0,5.8,0.5100671,0.0,0.033557046,0.0,1.0,0.0,0.0
7541,2020-04-08,False,51.0,4.0,40.0,52.0,8.0,0.33734939,14.0,4.0,1.3,0.2857143,0.0,2.857143,0.084337346,1.0,-0.4285714,5.0
7544,2020-04-08,False,47.0,0.0,21.0,34.0,30.0,0.33734939,76.0,38.0,1.6190476,0.5,0.0,0.27631578,0.0,1.0,-1.0,0.0
7556,2020-04-08,False,164.0,23.0,26.0,245.0,18.0,0.67469877,212.0,111.0,9.423077,0.5235849,0.0,0.12264151,0.02933473,1.0,0.2777778,0.0
7559,2020-04-08,False,44.0,1.0,9.0,28.0,33.0,0.67469877,28.0,15.0,3.1111112,0.53571427,0.0,0.32142857,0.67469877,1.0,0.0,25.0
7597,2020-04-08,True,15.0,1.0,3.0,10.0,3.0,0.33734939,49.0,7.0,3.3333333,0.14285715,0.0,0.06122449,0.33734939,1.0,-0.5,17.0
7632,2020-04-08,False,680.0,21.0,58.0,118.0,16.0,0.33734939,30.0,7.0,2.0344827,0.23333333,0.0,1.9333333,0.016064256,1.0,0.0,0.0
7667,2020-04-08,False,73.0,10.0,11.0,16.0,6.0,0.0,6.0,6.0,1.4545455,1.0,0.0,1.8333334,0.0,1.0,1.5,2.0
7822,2020-04-08,False,111.0,1.0,40.0,94.0,19.0,0.0,73.0,27.0,2.35,0.369863,0.0,0.5479452,0.0,1.0,0.0,0.0
7826,2020-04-08,False,5.0,5.0,17.0,5.0,3.0,0.0,88.0,8.0,0.29411766,0.09090909,0.0,0.19318181,0.0,1.0,4.0,10.0
7868,2020-04-08,False,486.0,10.0,104.0,264.0,96.0,0.0,31.0,5.0,2.5384614,0.16129032,0.0,3.3548386,0.0,1.0,-0.375,0.0
7902,2020-04-08,False,158.0,5.0,67.0,68.0,10.0,0.33734939,60.0,25.0,1.0149254,0.41666666,0.0,1.1166667,0.06746988,1.0,0.6666666,3.0
7927,2020-04-08,False,127.0,6.0,9.0,36.0,22.0,0.0,105.0,53.0,4.0,0.50476193,0.0,0.08571429,0.0,1.0,-0.39999998,0.0
7952,2020-04-08,False,18.0,3.0,50.0,28.0,2.0,1.0120482,3.0,0.0,0.56,0.0,0.0,16.666666,0.3373494,1.0,0.0,6.0
7958,2020-04-08,False,49.0,1.0,6.0,1.0,3.0,0.0,30.0,33.0,0.16666667,1.1,0.0,0.2,0.0,1.0,0.0,23.0
7964,2020-04-08,False,255.0,2.0,31.0,64.0,40.0,0.33734939,23.0,3.0,2.064516,0.13043478,0.0,1.3478261,0.16867469,1.0,0.0,3.0
7981,2020-04-08,False,6.0,4.0,3.0,5.0,1.0,0.33734939,5.0,0.0,1.6666666,0.0,0.0,0.6,0.084337346,1.0,1.0,6.0
8004,2020-04-08,False,19.0,4.0,20.0,11.0,4.0,0.0,69.0,35.0,0.55,0.5072464,0.0,0.28985506,0.0,1.0,0.33333337,11.0
